Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
azuda, luadida|v.|siätä|(Kn) s'iä/ttä, -dän, -doin; (N) sie/ttä ~ -tta, -dan, -žin ~ -doin|делать, сделать|tehdä||||||
luadida, siätä|v.|azuda|(B, Pl) azu/da, -n, -in||||||||
azuda, siätä|v.|luadida|luad'i/da, -n, -in; (B) luadi/da, -n, -in; (N) luod'i/da, -n, -in; |делать, сделать|tehdä|(N) perdun aigaa kabud luad'itau|на Петров день делают колобки|pietarinpäivän aikoihin tehdään kokkelipiimäkakkaroita|(N) luod'ii piirun|сделал пир|pani toimeen pidot
|v.|luadida||||(Td) hüväs't'i luad'i|он хорошо сделал|hyvin teki|||
|s.|luaskavuz|luaskavu/z, -tt|ласковость, податливость|anteliaisuus||||||
|a.|luaskav|luaska/u, -van, -vad; -void|ласковый, щедрый, дружелюбный|antelias, ystävällinen, lempeä||||||
purn|s.|luar'|luar', -in, -id; -iid|ларь, закром|laari, purnu, säilöarkku, siemenjyvähinkalo, jauhohinkalo; lautti, toro, myllynkaha (johon jyvät kaadetaan; Lm, Sg)|purn on suurembi luar'id|закром больше ларя|purnu on isompi laaria|||
maim|s.|ludžu|lud'žu, -n, -d; -id|малёк, мелкая рыба|pieni kala, kalanpoikanen||||||
|s.|lugu|lugu, -n, -d; -id|число, количество; счёт|tili, määrä, lukumäärä|(Hj) l'ienougi kai lugu s'illai t'iäht'el?|будет ли всё количество у тебя на учёте?|lieneekö koko määrä sinulla tallella?|||
laim, liädž|s.|luht|luht, -an, -ad; -tid ~ (Ks) -iid; (Pk) luuht, -an  |лужа|luhta, lätäkkö, rapakko, luhtaniitty, luhtaheinä, suonniemi||||||
veziliädž|s. yhd.|veziluht|(B, Td) veži/luht|водяная лужа, пруд|vesilätäkkö, vesilammikko|(Td) vežiluhtass eletäu sorzad|в пруду обитают утки|vesilammikossa pesivät sorsat|||
|hn.|Lukoi|Lukoi, -n, -d|Лукерья|Lukerja, Lukena||||||
|a.|lumikaz|lumi/kaz, -kkahan, -kast; -kkahid|снежный, заснеженный|luminen, runsasluminen, lumi-||||||
|s. yhd.|lumiliipak|(N) lumi/liipakko|снежинка|lumihiutale||||||
kabu, lumikabu|s. yhd.|lumitukk|(B) lumi/tuk|снежный ком|lumipallo, lumikasa||||||
|v.|luoda|luo/da, -n, -in; -dau, -d'ii|кидать в кучу; метать (стог); сновать основу|luoda (kangasta); luoda (heinää), tehdä suova; luoda, ajaa lantaa kuormaan; nostaa nautiita maasta|luoda kangast|сновать основу|luoda kangasta|||
|s. yhd.|luotimvicc|luot'in/vičč|крепление отвала сохи|luotinvitsa (aatrassa)||||||
|s.|luod|luod, -on, -od; -oid|луда, риф; отмель|luoto||||||
|s. yhd.|pohd'luodeh|(B, Td, N) pohd'/luodeh|северо-запад|luode||||||
|s. yhd.|pohd'liide|(B, N) pohd'/liide|северо-восток|koillinen||||||
|s. yhd.|suviluodeh|(B, N) suvi/luodeh|юго-запад|lounainen (ilmansuunta), louna, lounas||||||
|s. yhd.|suviliide|(B, Td, N) suvi/liide ~ (Pl) -l'iide|юго-восток|kaakko||||||
|s. yhd.|suviliidetuul'|(B, Td) suvi/liide/tuul'|юго-восточный ветер|kaakkoistuuli||||||
|a|luodehine|luodehi/n'e, -žen, -št; -židen, -žid|западный|läntinen, länsi-||||||
|s.|luodeh|luodeh, -en, -t, -es, -ee; (Koik) luodoo|запад|länsi|ildas adaman händ luodehee piäi ozuttau|ввечеру хвост Большой Медведицы указывает на запад |illalla otavan pyrstö on luoteeseen päin|||
|s.|luog|luog, -on, -od; -oid|скошенное сено|luoko, heinä niitettynä, karhe||||||
|s. yhd.|luotimbalk|luot'imbal/k, -kan, -kkad, -koid|палка для крепления отвала сохи|luotinpalikka (aatrassa)||||||
adrluzik|s.|luotim|luo/t'in ~ t't'im, -t't'imen, -t'ind; -t't'imid |отвал сохи|aatran luotin, auran luotin||||||
lude, lutti|s.|lutik|lut'i/kk ~ (Ks) luti/k(k), -kan, -kkad; -koid; (N) lut'ikko|клоп|lutikka, lude||||||
čirikat'oi, čirittajaine, muard'katti, tepoi|s. yhd.|lut'oikat'oi|lut'oi/kat'oi|кузнечик|heinäsirkka||||||
|s. dem.|luzikaine|lužika/in'e, -ižen, -št; -ižiden, -ižid|ложечка|lusikka (pieni), teelusikka, uistimen lusikka|(Pl) uštegen lužikaine|ложечка в блесне|uistimen lusikka|||
|s. dem.|ustegenlužikaine|(Pk) uštegen/lužikaine|ложечка в блесне|uistimenlusikka||||||
|s.|luzik|luži/kk, -kan, -kkad; -koid|ложка|lusikka||||||
|s. dem.|lulluine|lullu/in'e, -ižen, -št; -ižiden, -ižid|свистулька|savikukko (soitin)||||||
|v.|lulluttada|(B) lullu/ttada, -ttau|голосить (заяц)|lulluttaa (jänis)|(B) d'äniž lulluttau|заяц голосит|jänis lulluttaa|||
|v.|lugeda|lug/eda, -en, -in; -ou; -ed'ii |читать; считать|lukea; laskea, hokea; pitää jonakin|školas lugedau asoid|в школе читают буквы|koulussa luetaan aakkosia|||
|a.|luja|luj/a, -an, -ad; -id|твёрдый, устойчивый|luja||||||
lujas(ti) |adv.|lujali|lujal'i|крепко, прочно|lujasti, vahvasti, varmasti||||||
|s.|lukk|lu/kk, -kun, -kkud; -kuid|замок|lukko|Ol'eks'ei Božii r'iščikanz muanalaižed lukud avaidau|Алексеев день (Алексий Божий  человек) подземные замки открывает|Aleksi Jumalan ihminen maanalaiset lukot avaa|||
lukuttada|v.|lukuta|lu/kuta, -kkadan, -kkužin|замыкать, закрывать на замок|lukita||||||
|s.|lumi|lu/mi, -men, -nd ~ (B, Kn) -nt ~ (N) -md; -mid ~ (Kn) -miid|снег|lumi|(Td) pakaižel lumi vid'žižöu|на морозе снег скрипит|pakkasella lumi narskuu|(B) lunt suomitau|снег сгребают|lunta lapioidaan
|s. yhd.|liisocc|liis/očču|со звёздочкой на лбу (корова)|laukkiotsa, laukkipää, piirtopää, valkea merkki lehmän otsassa|liisočču lehm|корова со звёздочкой на лбу|laukkiotsainen lehmä|||
|s.|luu|lu/u, -un, -ud; -iden, -id|кость|luu|(Td) erähäšči luud rud’žahtetau, erähäšči i sormed|порой кости хрустнут, порой и пальцы|toisinaan luut rusahtavat, toisinaan sormetkin|||
lauk I|s.|luuk|luu/kk, -kan, -kkad; -kkid|лук (растение)|sipuli, laukka||||||
|s. yhd.|kellrihm|kel/rihm|ремешок для ботала|kellohihna, kellonkannin (tuohinen, hihnainen)||||||
kell|s. dem.|kelloine|kello/in'e, -ižen, -št; -ižid|колокольчик, бубенчик|kello (pieni)||||||
|a.|köüh|k'öuh, -än, -äd; -id|бедный|köyhä|köuh vähäd ihastuu|бедный малому рад|köyhä iloitsee vähästä|||
grüüh; rüühäd|s.|rüüh|(Td) rüu/h, -hhän, -hhäd; -hhid |рюха (для игры в городки); рюхи, людиковские городки|kyykkä, puukapula, noppa; kyykkäpeli||||||
grüühäd; rüüh|s.|rüühäd|(Td) rüu/hhäd; -hhid |рюхи (для игры в городки); рюхи, людиковские городки|kyykät; kyykkäpeli ||||||
grüühäd; küük, rüüh|s.|grüüh|(Td) grüuh ~ gr'üuh, -än, -äd; -id|рюха (для игры в городки); рюхи, людиковские городки|kyykkä, puukapula, noppa; kyykkäpeli||||||
grüühbatog|s. mon.|rüühbatog|(Td) rüuh/batog|городошная бита|kyykäntyöntitavi||||||
rüühbatog|s. mon.|grüühbatog|(Td) grüuh/batog|городошная бита|kyykäntyöntitavi||||||
grüüh; küükäd, rüühäd|s. mon.|grüühäd|(Td) grüuh/äd ~ gr'üuh/äd, -id|рюхи (для игры в городки); рюхи, людиковские городки|kyykät; kyykkäpeli ||||||
grüüh; küükäd|s.|küük|k'üu/k, -kän, -kkäd; -kkid; (B, Td, Pl) küu/kk ~ (Td) küü/kk, -kän, -kkäd; (B, Td) -kid|рюха (для игры в городки); рюхи, людиковские городки|kyykkä, nopo, pyöreä puun kappale; kyykkäpeli|(M) lähtä kiukkää|пойти играть в городки|mennä pelaamaan kyykkää|(B) viäta küukkää|играть в городки|pelata kyykkää
grüühäd; küük|s.|küükäd|k'üu/käd; -kkid; (B, Td, Pl) küu/käd; (B, Td) -kid|рюхи (для игры в городки); рюхи, людиковские городки|kyykät; kyykkäpeli |k'üukkii kižatau|в городки играют|kyykkää pelataan|||
|v.|küükištuda|k'üukistü/dä ~ (Td) küukištü/dä, -n, -in||||||||
|adv.|küükištunu|(Td) küukištünnü||||||||
küükištuda|v. refl.|küükištadakse|(N) küküš/täzetta, -čiizei|приседать, присесть, садиться на корточки |kyykistyä||||||
|s.|küünäl|k'üun'ä/l, -len, -ld; -l'id|слеза|kyynel|k'üun'äled šilmiz valutau|слёзы из глаз льются|kyynelet silmistä valuvat|||
|s. mon.|küünäled|k'üun'ä/led, -l'id|||k'üun'äled šilmiz valutau|слёзы из глаз льются|kyynelet silmistä valuvat|||
|s.|püüd|p'üud, -ön, -öd; -öid|ловля|pyytö, pyynti, kalanpyytö||||||
|s.|püü|p'ü/u ~ (Pl, N) pü/u ~ (Ks, Kn) p'u/u, -un, -ud; püid ~ (Ks) püuloid|рябчик|pyy|(Td) püu on rihmas|рябчик в силке|pyy on ansassa|||
|s.|vicc|vi/čč, -čan, -ččad; -čoid; (Td) vi/сс, -сan, -ссad; -сoid |вица|vitsa||||||
|s.|luad|luad, -un, -dud; -duid|лад|laatu||||||
|s.|arg II|ar'g, argen, arged; (Td) argid ~ (Ks) ar'giid|мясоед, скоромное время; скоромная пища|paastoton aika; paastona kielletty ruoka|(Kn) mina ol'in argen aigan s'iga|я был там в скоромное время|minä olin paastojen välisenä aika siellä|||
barb, ongruag, seibaz|s.|ruag|ruag, -an, -ad; -oiden, -oid|шест, тростина, вица (толстая), тонкая палка, удилище|ongenpahla, onkivapa, paksu vitsa, salko ||||||
|a. komp.|boičemb|boičembi|более бойкий|taitavampi, sukkelampi, ketterämpi||||||
n'ababuab|s.|buab|buab ~ (N) buob, -an, -ad|бабушка|isoäiti, mummo; lapsenpäästäjävaimo, kätilö||||||
duumaita|v.|duumaida|duumai/da, -n, -in|думать|ajatella, miettiä, arvella||||||
|s.|verk|ver/kk, -kon, -kkod; -koid|сеть, сетка|verkko|mäne d'ärvembi laske verkod!|иди дальше от берега спусти сети!|mene järvemmälle (selälle kauemmas) laske verkot!|||
sanum, tied|s.|viest'|vieš/t', -čin, -čid|весть|viesti, sanoma, tieto||||||
|s.|vird|(Td) vird, -al|течение, поток|virta||||||
|s.|Ill'|Il'l', -an|Илья (пророк)|Elia (profeetta); ukkonen|pühä Ill' gromiu|святой Илья гремит|ukkonen (pyhä Elia) jyrisee|||
|s.|leib|leib, -än, -äd; -id|хлеб, буханка хлеба|leipä, leipävilja|(Kn) muureh leib|чёрствый хлеб|kovettunut leipä|(Pl) ün'n'äl'l'in'e leib|целая буханка хлеба|kokonainen leipä
|s.|leib||||haukid leibäd, kudam d'iäu palain'e, se on hambaspala|откусишь хлеба, тот кусочек, который остнается, и есть откушенный кусок|haukot leipää, se pala, joka jää, on haukkapala|||
|s. |vihm|vihm, -an, -ad; -oid|дождь|sade, vesisade|heit't'äu vihman|перестанет дождить|lakkaa satamasta|d'ogez veži šeižuu laimoil'l'ai vihman edel|в реке вода стоит спокойно перед дождём|joessa vesi seisoo tyynesti ennen sadetta
hellittada|v.|hellida|hel'l'i/dä, -n, -in|забрасывать монету в ямку (играть)|saada raha kuoppaan (heittämällä rahapelissä)||||||
oi, voi|interj.|o|o|о, ой|oi|o hospod'i Iisus!|о, Господи Иисусе!|oi, Herra Jeesus!|||
|hn.|Iisus|Iisus|Иисус|Jeesus|o hospod'i Iisus!|о, Господи Иисусе!|oi, Herra Jeesus!|||
|s. yhd.|kirvezvarz’|kirvez/varž|топорище|kirvesvarsi|huabuščin kirvezvarden|я сделал заготовку для топорища|hahmotin kirvesvarren|||
|adv.|huondeksel|huonduksel ~ huondeksel|утром|aamulla|zor'at'iäht' paštau ildal i huonduksel|утренняя звезда светит вечером и утром|kointähti loistaa illalla sekä aamulla|||
|s. yhd.|huondezmaid|(B, Td) huondez/maido|утреннее молоко|aamumaito||||||
huogam, nenasiemen; nenahuogamed|s. yhd.|nenahuogam|n'en'ä/huogain|ноздря|sierain||||||
huogamed, nenasiemened; nenahuogam|s. yhd. mon.|nenahuogamed|n'en'ä/huogamed|ноздри|sieraimet||||||
huogamed; nenahuogam, nenasiemen|s.|huogam|huoga/in, -men, -ind; -miden, -mid|ноздря|sierain|huogamed|ноздри|sieraimet|||
huogam; nenahuogamed, nenasiemened|s. mon.|huogamed|huogam/ed, -iden, -id|ноздри|sieraimet||||||
hüvä|a. komp.|paremb|par'emb ~ -i, -an, -ad; -id|более хороший|parempi||||||
|a. sup.|paraz|para/z, -han, -st; -hid|лучший|paras||||||
*-karvaine|a. yhd.|*-karvalline|*-karval'l'i/n'e, -žen, -št; -žid|*-цветный, цвета, масти|*-värinen, *-karvainen|hiir'enkarval'l'in'e hebo|лошадь мышастой масти|hiirakko|||
itkendvirz', itketuz, lugoituz, virz'; itkud|s.|itk|itk ~ (B, Lh, N) it'k/(u), -un, -ud; -id|плач, причитание|itku, itkuvirsi|itkedäu itkuid|причитывают|itketään itkuvirsiä|itkuid viržikš sanotau|плачи называют причитаниями|itkuja sanotaan itkuvirsiksi
pitk|a.|pitemb|pit'emb ~ -i|более длинный|pidempi||||||
|s.|tedr'|t'edr, -en, -ed; -id ~ (Ks) -iid; (B, Pl, Td) t'edr', -en, -ed; -id; (Kn) t'edr/i, -in, -id; -iid|тетерев|teeri||||||
|s. yhd.|pertinižand|per't’in/ižand|домовой|tuvanhaltia|(Koik.) pert'inižandad, -emändäd (OFM) uskom.|хозяины, хозяйки дома|tuvanhaltiat, -haltiattaret|||
|s. yhd.|külünižand|külün/ižand|баенник|saunanhaltia|(Koik.) külünižandad, -emändäd (OFM) uskom.|хозяины, хозяйки бани|saunanhaltiat, -haltiattaret|||
|s. yhd.|mecanižand|mečän/ižand|дух леса, леший|metsänhaltia|(Koik.) mečanižandad, -emändäd (OFM) uskom.|хозяины, хозяйки леса|metsänhaltiat, -haltiattaret|||
|s. yhd.|tahnanižand|tahnan/ižand|дворовой|navetanhaltia||||||
|s. yhd.|vedenižand|veden/ižand|дух воды, водяной|vedenhaltia, vetehinen||||||
|a.|ilmaine|ilma/in’e, -ižen, -št; -ižid|вечный|maailman, ilmoinen||||||
ehtal|adv.|ildal|ildal|вечером|illalla|zor'at'iäht' paštau ildal i huonduksel|утренняя звезда светит вечером и утром|kointähti loistaa illalla sekä aamulla|||
ehtal, ildal|adv.|ildas|ildas|ввечеру, вечером|illalla|ildas adaman händ luodehee piäi ozuttau|ввечеру хвост Большой Медведицы указывает на запад |illalla otavan pyrstö on luoteeseen päin|||
kangaz, stavinad|s. yhd. mon.|kangazpuud|kangas/puud|ткацкий станок|kangaspuut; loinpuut|kangaspuil kangast kudotau|на ткацком станке ткут ткань|kangaspuilla kangasta kudotaan|||
kauti, kavati, siiriči|postp.|kaute|kaut'e|через|kautta, välitse, ohitse||||||
kalž|s. mon.|kalžud|kal'žu/d, -id, -iden|обмотки (женские)|naisten kaskisäärykset||||||
kehäine, kole; kera|s.|kehä|(Td, N) keh/ä, -än, -äd; -id|катушка, ворот; моток|kehä, kankaanluomiskehä, kerä, tuohikerä||||||
kehä, kole|s.|vorot I|(Td) voro/t, -tan, -ttad; -toid|ворот, вороток|kela, vintturi||||||
veräi|s.|vorot II|(Td, Pk, N) voro/tt, -tan, -ttad; -toid|ворота|portti, veräjä||||||
kerinlaudad|s. yhd.|kerimlaud|keri/laud|вороб|kerinlauta, kerinpuu||||||
kičkodeltakse|v. frekv.|kičkodelta|kičkode/lda, -len, -l'in; -ldau, -l'd'ii|потягиваться|kiskotella||||||
kivilaud|s. yhd. dem.|kivilaudaine|kivi/laudain'e|основание жернова|lauta käsikivien alla||||||
|s.|kiäm|kiäm, -ün, -üd; -üid|цевка, шпунька, штырь|käämi, puola|kiämkodal kiämütettäu langad kiämükš|скальницей наматывают нитки на катушку|käämikodal kiämitetään langat puolaan|||
kokoi|s. yhd.|kokoi/lind|kokoi/l'ind|птица-орёл|kotka||||||
suur'|a.|tobd'|tobd', -an, -ad; -id|большой|iso, suuri|tobd' kolb|большой пресный хлеб|iso rieska|||
|a.|suadu|suadu|рождённый, родившийся|synnytetty, syntynyt|kolmandempäivän suadu lehm|рождённая в среду корова |keskiviikkona syntynyt lehmä|||
kuor'|s.|koja II|koj/a, -an, -ad; -id|кора|kuori (puun)||||||
kott|s. mon.|kotad|ko/tad, -ttid|коты|varrettomat kengät||||||
|s. yhd. mon.|hebontadehed|hebon/tadehed|лошадиный навоз|hevosenlanta||||||
kuiv|a. komp.|kuivemb|kuivembi|суше, более сухой|kuivempi|kaikis kuivembi|самый сухой|kuivin|||
kaikked|part. sup. |kaikiš|kaikis|самый, из всех|kaikkein, kaikista|kaikis kuivembi|самый сухой|kuivin|kaikiz leved'im|самый широкий (из всех)|(kaikkein) levein
kaikiš, kaikked, suamoi|part. sup. |suamij|samii ~ (N) suamii|самый|kaikkein, aihan, ihan, juuri|samii puhtas t'üö on šüdäin|самый чистый лён - нутро|puhtain pellava on ydin|||
kaikiš, kaikked, suamij|part. sup. |suamoi|(B) suamoi|самый|kaikkein, aihan, ihan, juuri||||||
|s.|lind|l'ind, -un, -ud; -uid|птица|lintu|kukšoi on rusked l'ind, mečäss eläu|кукша - красноватая птица, в лесу живёт|kuukkeli on punertava lintu, metsässä elää|n'uakk on must l'ind|галка – чёрная птица|naakka on musta lintu
liipačim|s.|kurk II|kur/kk, -kun, -kkud; -kuid|курок|pyssynhana||||||
kulmaine|a. yhd.|mustkulmaine|must/kulmain'e|чернобровый|mustakulmainen||||||
|s.|kivi|kiv/i, -en, -ed; -id|||(B, Td) kivi vedee pučkaht'|камень бултыхнулся в воду|kivi pulahti veteen|||
|s.|kivi||||(B) kived i ruoppahad peldol häküt'etau|камни и груды на поле мешают|kivet ja kivikasat pellolla ovat esteenä|||
|s.|kiim|kiim, -an, -ad|ток|kiima, soidin||||||
|postp.|ke|ker ~ kere ~ kera ~ kerä ~ (B) k'era ~ (B, Td, Lh, Pk, Kn, N) ke ~ (B) k'e|с, со|kera, kanssa|leikkadan oksan ker puun|я срублю с ветвями дерево|hakkaan puun oksineen|pane kengät hattaroiden kere!|одень сапоги с портянками!|pane saappaat jalkariepuineen jälkaan!
|postp.|ke||||kiškižiden kere tul'i haug|с ершиками попалась щука|pikku kiiskien kera tuli hauki (pyydykseen) |mužikk ussiden kerä|мужчина с усами|viiksiniekka mies
|postp.|ke||||(B) muilan k'e  pežiimoi|я умылся с мылом|peseydyin saippualla|||
|postp.|ke||||(Td) ruumend d'auhon ke|мякины с мукой|ruumenta jauhon kera|(N) lähtöü kond'ian ke küliloid müöi kond'iad ozutteumai|отправился с медведем по деревням показывать медведя|lähtee karhu mukana pitkin kyliä karhua näyttelemään
kiiškad, suol'|s.|kiišk I|kiišk, -an, -ad; -oid|кишка|suoli|(N) kiišk umbištui|кишка закупорилась|suoli ummistui|||
|s.|kelo|(B, Pl, Td, Lh) kelo, -n, -d; -id|сухостой, сухостойное дерево|kelo, kelopuu||||||
lebaududa|v.|lebauzuda|l'ebäüzü/dä, -n, -in|отдыхать, отдохнуть|levätä, levähtää, nukkua päivällä (aterian jälkeen)||||||
levedahk|a. mod.|levedattav|(Kn) levedatta/u, -van, -vad|широковатый|leveähkö||||||
leved|a. komp.|levedemb|levedemb ~ -i|шире, более широкий|leveämpi||||||
leved|a. sup.|levedim|(kaikiz) leved'im|самый широкий|levein|kaikiz leved'im|из всех самый широкий|kaikkein levein|||
palav|a. sup.|palavim|(kaikis) palavim|самый горячий|kuumin||||||
köüh|a. komp.|köühemb|k'öuhemb ~ -i|беднее, более бедный|köyhempi||||||
köüh|a. sup.|köühim|(kaikis) k'öuhim|самый бедный|köyhin||||||
lüpsreng|s. yhd.|lüpsviedr|lüpš/viedr|подойник, ведро для дойки|rainta, lypsinkiulu, lypsyastia||||||
lämm|a. komp.|lämmemb|lämmembi|теплее, более тёплый|lämpimämpi||||||
lämčäd; proim|s.|lämč|lämč, -än, -äd; -čöid|лямка|viileke, kannike||||||
längpuud|s. yhd.|längpuu|länk/puu|деревянная часть хомута|länkipuu, länki||||||
kaikiš, kaikkid|adv.|kaikked|(B) kaikked|самый, всего|kaikkein, kaikkea|(B) magedemb kaikked|слаще всего|makein|||
madal|a. komp.|madalemb|madalembi|мельче, более мелкий|matalampi||||||
madal|a. sup.|madalim|(kaikiz) madal'im|самый  мелкий|matalin||||||
maged|a. komp.|magedemb|(B, Td) magedemb|слаще, более сладкий|makeampi|(B) magedemb kaikked|слаще всего|makein|||
pühälask|s. yhd.|lihapühälask|(B) liha/pühä/lask|мясопустная неделя|laskiainen, lihaton viikko||||||
|s. yhd.|ahvenmaim|ahven'/maim|малёк окуня, окушок|ahvenmaima, ahvenenpoikanen||||||
ahvenižed|s.|ahven|ahve/n' ~ (B, Kn) -n, -nen ~ (Pl, Td) -n'en, -nd; -n'id ~ (B, Pl, Td, Kn) -n'iid|окунь|ahven||||||
|s. yhd.|ahvenhein|(Pl) ahven/hein|водяная капуста|ahvenheinä, ahvenruoho||||||
ahven|s. mon. dem.|ahvenižed|(B) ahveniižed|окушки|pikku ahvenet||||||
|interj.|ai|(Td) ai|ай!|ai!||||||
|s.|raud|raud, -an, -ad; -oid|железо|rauta|(Pl, Td) mald raud|мягкое железо|teräksetön rauta|||
|s. yhd.|raudlist|raud/l'ist|железный лист|rautalevy||||||
mielev|a. komp.|mielevemb|miel'o- ~ miel'e/vembi|умнее, более умный|järkevämpi|kaikiz miel'ovembi|из всех умнее, самый умный|järkevin|||
|pron.|mitte|mit't'/e, -en; -id |какой|millainen, mikä|(N) sanuu hän, mit't'e millai eloaig ol'i|рассказывает он, какая у меня (у него) была жизнь|hän sanoo, millainen hänen elämänsä oli ollut|||
hill|s.|muuroi|(B, Pl, Td, N) muuroi ~ (B) muuruoi, -n, -d|морошка|suomuurain||||||
|s.|mula|(Td) mula, -n, -d; -id|мул|muuli; englantilainen soitilas||||||
märg|a. komp.|märgemb|märgembi|мокрее, более мокрый|märempi||||||
märgemb|a. komp. dem.|märgembaine|märgembä/in'(e), -ižen, -št; -ižid|помокрее, более мокренький|vähän märempi|vähäšt märgembäin'|немножко помокрее|vähäsen märempi|||
|adv. dem. |vähäšt|vähäšt|немножко (более)|vähäsen, hieman, pikkusen|vähäšt märgembäin'|немножко помокрее|vähäsen märempi|||
müödäižed|a.|müödäine|müödä/in'e, -ižen, -št; -ižiden, -ižid|попутный, сопутствующий|myötäinen, myötä-|(B) müödäin'e tuul’|попутный ветер|myötätuuli|||
|s.|tuul’|tuu/l’, -len, -ld ~ (B) -lt; -l'id|ветер|tuuli; ilmansuunta|(B) müödäin'e tuul’|попутный ветер|myötätuuli|||
tulendahine, vierahanmualaine, vieraz|a.|muugalaine|muugala/in'e, -ižen, -št; -ižiden, -ižid|чужой, чужеземный; чужак, чужеземец|muukalainen||||||
mujalpiä, muuga|adv. yhd.|muugapiä|muuga/piäi|из другого места|muualta||||||
|v.|nojaduda|(B, Pl, Td) nojadu/da, -n, -in|опираться, прислоняться|nojautua||||||
nuorahine|a.|nuoraine II|nuora/in'e, -ižen, -št; -ižiden, -ižid|верёвочный|nuorainen, nuorasta tehty||||||
ohd'aksed|s.|ohd'az|ohd'a/z, -ksen, -st; -kšid|вожжa|ohjas, ohjakset||||||
|v.|oigustada|(B) oigusta/da, -u|оправдать|todistaa syyttömäksi (oikeudessa)|sanoil oigustada|оправдать словами|todistaa syyttömäksi sanoin|||
oksenzuttada|v. yksip.|oksenzoittada|(B, Pl, Td) oksenzoi/ttada, -ttau, -t't'|рвать, тошнить|oksettaa||||||
|a.|oma|om/a, -an, -ad; -iden, -id|свой, родственник|omainen, sukulainen||||||
ozatuz|adv. kar.|ozatukseks|ozattomudekš|к несчастью|onnettomuudeksi, pahaksi onneksi||||||
olgine|a.|olgehine|(B) olgehi/n'e, -št|соломенный|olkinen, olki-||||||
onduz|a.|ondž|on'd'ž, onden, ont ~ ontt; on'd'žid|полый, дуплистый; дупло|onsi, ontto; ontelo|on'd'ž puu|дуплистое дерево|ontto puu|||
|a.|ondž||||(B) huaban ondee|в дупло осины|haavan onteloon|||
okseta|v.|öglästuda|(B) öglästü/dä ~ (N) öglästu/da, -n, -in|блевать|yökätä||||||
lüüdi, lüüdikiel'|adv.|lüüdikš|(Sn, M) l’üüd’ikš, (B) lüudikš, (Pl, Ks, N) l’uud’ikš, (Td, Pk) l’uudikš  (LMS 221); (Hj) l’üud’ikš (LT4 163); (Koik) l’üüd’ikš(i) (OFM) |по-людиковски, на людиковском языке|lyydiksi, lyydiä, lyydin kielellä|mina maltan l'üüd'ikš  pagišta| я умею говорить по-людиковски|minä osaan puhua lyydiä|||
plakačim|s.|pakačim|(B, Td) pakači/m, -men, (B) -nt ~ (Td) -md; -mid; (N) paka/čim, -ččimen ~  -čimen, -čimd  |крушина|paatsama, korpipaatsama||||||
pakačim|s.|pagačim|(Td) pagači/n, -men, -nd; -mid |крушина|paatsama, korpipaatsama||||||
pakačim|s.|pakač|(N) pakač|крушина|paatsama, korpipaatsama||||||
|s.|taivaz|taiva/z, -han, -st, -haa|небо|taivas|(B) taivas pilvestuu|небо покрывается тучами|taivas pilvistyy|kuudoi paštoi taivahal|месяц светил нa небе|kuutamo paistoi taivaassa
čura|s.|puol'|puo/l' ~ -l'i, -len, -ld; -l'iden, -l'id|половина, сторона|puoli||||||
|num. yhd.|puol'tošt|puol'i- ~ (B, N) puol'/tošt|полтора|puolitoista|(N) puol'töšt sadad|полторы сотни|puolitoista sataa (ruplaa)|||
|num. yhd.|puol'toštsadad|(N) puol'/tošt/sadad|полтораста|puolitoista sataa||||||
müöti|prep.|pidut|pit'ud|вдоль|pitkin, pituussuuntaan|laučč om pit'ut šein'ää|лавка вдоль стены|lavitsa on pitkin seinää|||
|a.|piäline|piäl'i/n'e, -žen, -št; -židen, -žid|верхний, находящийся сверху|päällinen, päällä oleva, ylempi||||||
|v.|pilvestuda|(B) pilvestu/da, -u, -i|покрываться тучами|pilvistyä, pilvettyä, pilvittyä, mennä pilveen|taivas pilvestuu|небо покрывается тучами|taivas pilvistyy|||
irdal, verail|adv.|pihal|pihal|на улице, на дворе|ulkona, pihalla|bokko bäigüu pihal|баран блеет на дворе|pässi määkii pihalla|||
irdalpiä, verailpiä|adv. yhd.|pihalpiä|pihal/piäi|с улицы, со двора|ulkoa, pihalta||||||
pohd'|a.|pohdaine|(B) pohd'a/in'e, -ižen, -št; -ižid|северный|pohjoinen, pohjois-, pohjoisenpuoleinen |pohd’ain’e tuul’|северный ветер|pohjoistuuli|||
piäliči|adv.-adp.|poikki|poikki ~ poikk ~ (N) poiki|поперёк, через, пополам|poikki, yli, poikittain, poikkipäin, poikkipuolin|poikki reges|поперёк  саней|poikki reen|||
|adv.-adp.|poikki||||ojis poikki|через ручьи|purojen yli|||
|v.|puoleta II|(N) puole/ta, -nou|убавиться|vähetä, vähentyä||||||
ilm, siä|s.|pogod|pogod, -an, -ad|погода|sää, ilma|purgužii pogod|вьюжная погода|pyryinen sää|(Td) kajokšin'e pogod|ясная погода|pilvetön sää
