Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
löühüttada|v.|löüšüttada|l'öušü/ttädä ~ l'eušü/ttädä, -tän, -t'in; -ttäu|обмахивать, обмахиваться (на жаре)|leyhyttää, löyhyttää (paperilla)||||||
|s.|löül|l'öul' ~ (B) l'öul, -ün, -üd|пар (в бане)|löyly||||||
|v.|lüödä|lüö/dä ~ l'üö/dä, -n, -in; -u, -i;  -däu, -d'ii|бить, ударять|lyödä||||||
|v.|liikkuda|l'ii/kkuda, -kun, -kuin; -kkuu, -kui|двигаться; трогаться (умом); вывихнуться|liikkua; tulla hulluksi; nyrjähtää, mennä sijoiltaan|d'alg l'iikui|нога вывихнулась|jalka nyrjähti|||
|v.|liikuttada|l'iiku/ttada, -tan, -t'in|двигать; качать|liikuttaa; keinuttaa, soudattaa (lasta); sekoittaa (muta)||||||
|s.|liipačim|l'iipačči/m, -men, -nd; -mid|спусковой крючок, курок|liipaisin (pyssyn)||||||
börmäk; liipoi|s. yhd.|liipoibaboi|l'iipoi/baboi|бабка-липка, бабочка; жук|perhonen; kovakuoriainen||||||
|s.|liin|l'iin, -an, -ad; -oiden, -oid|конопля|hamppu||||||
armastada|v.|l'uubida|l'uubi/da, -n, -in;  -u, -i; -tau; -t't'ii|любить|rakastaa, pitää||||||
|s.|leug|l'öug ~ l'eug, -än, -äd; -id|подбородок|leuka||||||
neičuk|s. dem.|neičukaine|n'eičuka/in'(e), -ižen, -št; -ižiden, -ižid|девочка|pieni tyttö, neitonen||||||
|v.|neičustada|n'eiču/stada, -stan, -ščin; -stet't'ii|ходить в девках, быть незамужем|elää neitona, olla neitona, pitää tyttöaikaa||||||
neidine, neidoi, neižne|s.|neičud|n'eičud ~ n'eiščüd, n'eiščen, n'eičut(t); n'eiščid|девушка, девица|neitsyt, neito, tyttö||||||
kälü|v.|nevesk|n'evesk, -än, -äd; -öid|невестка, жена сына|miniä, pojan vaimo||||||
andilaz|v.|nevest|n'evest, -än, -äd; -öiden, -öid|невеста|morsian, naimaikäinen tyttö||||||
ahtištada, käskeda|v.|nevolida|n'evol'i/da, -n, -in|неволить, заставлять|pakottaa, vaatia||||||
|num.|nell'|n'el'l', -än, -äd|четыре|neljä||||||
|s.|nellik|n'el'l'i/k ~ -kk, -kön, -kköd; -köid|четверть (мера)|nelikko (viljamitta)||||||
|num. yhd.|nell’kümment|n'el'(l')/küme|сорок|neljäkymmentä||||||
|num. yhd.|nell'sadad|n'el'l'/sadad|четыреста|neljäsataa||||||
|num. yhd.|nell'tošt|n'el'l'/tošt|четырнадцать|neljätoista||||||
|adv.|nellüt|n'el'l'ut|вскачь, галопом|neliä, laukkaa||||||
nellänpäiv|s. yhd.|nelländžpäiv|n'el'l'äš/päiv|четверг|torstai||||||
|num.|nelländž|n'el'l'ä/ž, -nden, -t; -nžid|четвёртый|neljäs||||||
|s. yhd.|nenapaik|n'en'ä/paikk|носовой платок|nenäliina||||||
se, tua|pron.|neče|n'e/če, -čen, -ččidä|то; тот|tuo, se||||||
|s.|niegl|n'iegl, -an, -ad; -oid|игла|neula, äimä, sukkavarras, sukkapuikko, pystypuu (heinäsuovan)||||||
|v.|niegloda|n'ieglo/da, -n, -in; -u, -i; -dau, -t'tii|вязать (носки)|neuloa (sukkaa)||||||
niem, niemak|s. dem.|niemukaine|n'iemuka/in'e, -ižen, -št; -ižiden, -ižid|мысок|niemi (pieni), niemyt||||||
|s.|niem|n'ie/m, -men, -nd;-mid|наволок|niemi||||||
|a. kar.|nimetoi|n'ime/töin'e, -ttömän, -töšt; -ttömid|безымянный|nimetön||||||
|s.|nivel|n'ive/l, -len, -ld; -l'id|сустав|nivel||||||
|s.|niäräv|n'iärä/u, -vön, -vöd; -vöid|пах|reidenjuuri (reiden ja vatsan välissä)||||||
muga|adv. yhd.|ninka|n'in/ga|так, этак|näin, noin||||||
mugoine, ninkomad|pron.|ninkoine|n'ingo/in'e, -man, -št; -mid|такой|tämmöinen, tällainen, sellainen||||||
rinduz|s. yhd.|niškvicc|n'išk/vičč|супонь|harjustin, niskanauha (längissä)||||||
|s.|nižu|n'ižu, -n, -d; -iden, -id|пшеница|nisu, vehnä||||||
agd', agd’aine, nena, n’uok, piä, tera|s.|n'okk|n'o/kk, -kan, -kkad; -kkiden, -kkid|остриё, кончик, носок (обуви); клюв|nokka (linnun); nurkka, kulma (pöydän, huivin, kirveen), kärki, pää, kokka (veneen), sepi (reen)||||||
|s.|n'uav|n'uav, -an, -ad; -oid|лишай (бородатый)|naava||||||
|s.|n'uakk|n'ua/k ~ -kk, -kan, -kkad; -koid|галка|naakka||||||
|adv.|nukkudi|n'ukkud'i|дремля, в дрёме|torkkuen||||||
|v.|n'uokkida|n'uo/kkida, -kin, -kiin; -kkiu,-kii|клевать (о птице), жалить (о змее)|nokkia||||||
|s.|n'ulu|n'ulu, -n, -d; -id|бита|heittokeppi||||||
|v.|n'uluta|n'ulu/ta, -dan, -žin|бросать биту|heitellä keppiä, nakella keppiä||||||
|v.|nukkuda|n'u/kkuda, -kun, -kuin; -kkuu; -kutau, -kut't'ii|дремать|torkkua||||||
|s.|nälg|n'älg, -än, -äd|голод|nälkä||||||
|v.|nälgästuda|n'älgästü/dä, -n, -in|проголодаться|nälkiintyä, nälkäytyä, tulla nälkäiseksi||||||
näükkida|v.|näpištada|n'äpiš/tädä, -tän, -t'in; -täu|щипать|näpistää, nipistää, siepata (luvatta)||||||
|v.|närnettada|n'ärn'e/ttädä, -tän, -t'in|пилить (другого), ворчать |nalkuttaa, nurista, torua, näykkiä||||||
näpištelta|v.|näükkida|n'äu/kkidä, -kin, -kiin;  -kkiu, -kii|пощипывать; клевать (о рыбе)|näykkiä, ottaa näpillään, nipistellä (toista näpillään), pistellä (kylkeen, vedellä), nykiä (kala)|(Pl) kala n'äukkiu|рыба клюёт|kala nykii|||
|v.|nähtä|n'ä/htä, -gen, -gin; -göu, -gi; -htäu, -ht'ii|видеть, увидеть|nähdä|d'esl'i mina n'ähnen|если я увижу|jos minä nähnen|||
|s.|näpp|n'ä/pp, -pin, -ppid; -piid|щепоть|näppi, hyppynen||||||
|s. yhd.|nüblänkand|n'üblän/kand|основание пуговицы|napinkanta||||||
|v.|nühtida|n'üht'i/dä, -n, -in; -u, -i|щипать (траву), дёргать, нарвать|nyhtää, repiä (ruohoja, pellavia)||||||
lang|s.|niit'|n'ii/tt, -tid, -ttid; -tiiden, -tiid|нитка, нить|ompelurihma||||||
rahnoda|v.|niittada|n'ii/t't'ädä, -t'än, -t'in; -t'etäu, -t'et't'ii|косить; жать (серпом)|niittää; leikata (sirpillä)||||||
|v.|niištada|n'iiš/tädä, -tän, -t'in|сморкать|niistää (nenä)||||||
|s.|niiž|n'ii/ž, -den, -tt; -žid|нитченка (в ткацком станке)|niisi (kangaspuissa)||||||
o, voi|interj.|oi|oi|ой|oi||||||
torg|s.|rink|r'in/k, -kan, -k(k)ad; -koid|рынок|kori, kauppatori||||||
|hn.|Stöpan|S't'opan, -an|Степан|Stefanos, Stefan, Teppana||||||
|s.|semitk|s'emitk, -än, -äd; -öid|двухкопеечная монета, две копейки|kaksikopeekkainen, kahden kopeekan raha||||||
sier, sierk|a.|seroi|s'erii|светло-серая (лошадь), серая (лошадь)|vaaleanharmaa (hevonen), harmaa (hevonen)||||||
seroi, sier|s.|sierk|s'ierk|серка, светло-серая лошадь, серая лошадь|vaaleanharmaa hevonen, harmaa hevonen||||||
|s.|siivoi|s'iivi/i ~ s'ivi/i, -än, -äd; -öid|сивый|tummanharmaa (hevonen), mustan- ja valkeankirjava (hevonen)|"""muzedad da valgedad karvaD"""|||||
|pn.|Siämärv|Šiänärv|Сямозеро, Сямозерская волость|Seänjärvi, Säämäjärvi (pitäjä)||||||
|s.|šagl|šagl, -an, -ad; -oid|жабра|kidus (kalan)||||||
|s.|šaik|šai/k, -kan, -kkad; -koid|шайка (для воды)|kiulu (varrellinen), saunakippo, korvakippo||||||
|s.|šalg|šalg, -un, -ud; -uid|заплесный мешок; мошонка|selkäreppu, selkäpussi; kivespussi, munat (ihmisellä, eläimellä)||||||
|s.|šalom|šalom, -an, -ad; -oid|шелом|kypärä||||||
|s.|šara|ša/ra, -rad, -roid|шар|pallo||||||
|s.|sebadeluz|šebädelü/z ~ s, -ksen, -st; -kšid|обнимание|syleily, syleileminen||||||
|s. refl.|sebadeltakse|šebädel/zettä, -zen, -žin; -zettäu, -zet'tii|обниматься|syleillä toisiaan||||||
seba|s. yhd.|sebanpiä|šebäm/piä|кайма, передок (одежды)|kirjava nauha (naistenpaidassa)||||||
|s. yhd.|sebavicc|šebä/vičč|передний вязок (в санях)|reen sepävitsa (kaustasta jalaksen nokkaan)||||||
|v.|sebata|šebä/tä, -dän, -žin; -täu, -t't'ii|обнять|halata, syleillä||||||
|s.|segoittada|šegoi/ttada, -tan, -t'in|мешать, смешивать, замешивать; путать|sekoittaa, hämmentää, sotkea, panna sekaisin, häiritä, keskeyttää (työ)||||||
|num. yhd.|seiččemekümment|šeiččeme/küme|семьдесят|seitsemänkymmentä||||||
seište|adv.|seižadi|šeižad'i|стоя|seisoallaan, seisoalleen||||||
azettuda, seištuda|v.|seižattuda|šeiža/ttuda, -tun, -tuin|остановиться|seisattua, asettua seisomaan, seisahtua, pysähtyä||||||
|a.|seižuj|šeižu/i, -jan, -jad; -jid|стоящий, стоячий|seisova||||||
|s.|sein|šein', -än, -äd; -id|стена|seinä|išken šein'äd vaste|ударю по стене|lyön seinään|pit'ut šein'ää|вдоль стены|seinää pitkin
maksada|v.|seižuda|šeižu/da, -n, -in; -tau, -t't'ii|стоять; стоить|seisoa; maksaa, olla arvoinen|d'ogez veži šeižuu laimoil'l'ai vihman edel|в реке вода стоит спокойно перед дождём|joessa vesi seisoo tyynesti ennen sadetta|rindakkai šeižotau|рядышком стоят|rinnakkain seisovat
|num.|seiččeme|šei/ččeme, -ččemen, -čend|семь|seitsemän||||||
balk, selgparz'|s.|selg|šelg, -än, -äd; -id|спина; сельга; балка|selkä; selänne, harju; järven selkä; kannatinhirsi (sillan), kattoparru, selkäpuu (patsaskiikun)||||||
|s.|selged|šelged, -än, -äd; -d'id|ясный, яркий|selkeä, kirkas||||||
selgedas(ti)|adv.|selgedali|šelgedäl'i|ясно|selvästi||||||
|v.|selgittada|šelgi/ttädä, -tän, -t'in|выяснять, прояснять, делать ясным, распутывать, делать чистым|selittää; saattaa selkiämään (taivasta); selvitellä, selvittää (verkko), puhdistaa||||||
|s.|selgita I|šelgi/tä, -däu, -ž; -täu, -t't'ii|выясняться, распутываться; проясняться|selvitä (verkko, lanka); kirkastua||||||
|s.|selgäm|šelgä/in, -men, -ind; -mid|тыльная сторона (руки)|kädenselkä, kädenselkämä; selkämys (rukkasen)||||||
balk|s. yhd.|selgparz'|šelg/parž|потолочная балка|laen päällyshirsi, kattovuoliainen||||||
|s. yhd.|selgruod|šelg/ruod|позвонок (рыбий), спинной плавник; позвоночник|selkäruoto, selkäranka, selkäevä (kalan)||||||
|s.|selguz|šelgu/s, -ksen, -st; -kšid|верёвка в сетке|verkonpaula, selkänuora (verkon)||||||
|s.|selgoim|šelgoi/n ~ -m, -men, -nd; -mid|верёвка в сетке; держатель (в ловушке)|verkonpaula, nuotanpaula, selkäpaula (verkon); selkoin (ansan), orsi, kannatuspuu||||||
sebanpiä|s.|seba|šeb/ä, -än, -äd; -id|кайма, передок (одежды); передок саней|sepä, reensepä; kirjava nauha (naistenpaidassa)||||||
|s. mom.|sidaita|šidal/ta, -dan, -žin; -tau, -t't'ii|завязать, повязать, обвязать, привязать, связать|sitaista||||||
|s. yhd.|sittpöröi|šid/böröi, -böröin, -böröid; -börölöid|навозник, навозный жук|sittiäinen, sontiainen||||||
|s.|side|šide, -gen, -t(t); -gid|завязка, повязка|side||||||
|v. frekv.|sidelta|šide/ldä, -len, -l'in; -ldäu|связывать|sidellä||||||
sigali, sikš|adv. yhd.|sidamüöti|šidä/müöi ~ -müö|потому|sen mukaan, sikäli||||||
|s.|siegl|šiegl, -an, -ad; -oin|решето, сито|seula (harva)||||||
|s.|siemenvoi|šiemen/voi|растительное масло, подсолнечное масло|siemenvoi, siemenöljy||||||
|s.|siemen|šieme/n', -n'en, -nd; -n'id|семя|siemen||||||
siirtakse|v.|siirduda|šierdü/dä, -n, -in|переместиться, передвинуться, перенестись, перевестись|siirtyä||||||
sinčoi, sinčad|s.|sienč|šien'č, -in, -id; -iid|сени|eteinen, porstua||||||
sienč, sinčad|s.|sinčoi|šen'čoi ~ (Pl) šinčoi ~ (N) sen'čoi|сени|eteinen, porstua||||||
sienč, sinčoi|s. mon.|sinčad|(Td) šincad|сени|eteinen, porstua||||||
|s. yhd.|sinčoipert'|(Pl, Td) šinčoi/pert't'|рабочая изба, мастерская|työpirtti||||||
|s. yhd.|sien'takk|(B) šien'/takk|грибная ноша|sienitaakka (selässä)||||||
sidamüöti, sentähte|adv.|sikš|(Lh) šikš ~ (N) s'ikš|потому, поэтому, оттого, из-за того, зато (KTK)|siksi, sen vuoksi, sen takia, sitä varten, jonkin verran||||||
|s.|takk I|ta/kk, -kan, -kkad; -koid|ноша|taakka, kantamus||||||
|s.|takk II|(Td, Pl) ta/kk, -kun, -kkud; -kuid|косма, космы, лохмы|takku (lampaassa, hiuksissa), takut, pörrö||||||
|a.|takukaz|(Td) takuka/z, -han, -st|косматый, лохматый|takkuinen|(Td) takukaz vill|клочковатая шерсть|takkuinen villa|||
karv, tukad|s.|vill I|vill, -an, -ad; -oid|шерсть (овечья); волосы|villa (lampaan); tukka (TP)|(Td) takukaz vill|клочковатая шерсть|takkuinen villa|||
|s. yhd.|sien'vihm|(B) šien'/vihm|грибной дождь|sienisade||||||
|s.|sien'|šie/n', -nen, -nd; -n'iden, -n'id|гриб (пластинчатый)|sieni, helttasieni||||||
sigapiä|adv.|siga I|šigä|там (на поверхности)|siellä, sieltä||||||
|a.|sigalaine|šigälä/in'e, -ižen, -št; -ižiden, -ižid|тамошний, живущий там, находящийся там|sikäläinen||||||
siga|adv. yhd.|sigapiä|šigä/piäi|оттуда (с поверхности)|sieltä||||||
sidamüöti|adv.|sigali|šigäl'i|тем путём|sen kautta, sitä tietä, sieltä kautta, sikäli||||||
|a.|sinine|šin'i/n'e, -žen, -št; -židen, -žid|синий|sininen, sinelmä||||||
sinna|adv.|sinne|šin'n'e|туда|sinne||||||
|s.|šina|šin/a, -an, -ad; -oid|шина|pyöränvanne (rattaiden), rauta-antura (reen), rautakisko pyörän ympäri||||||
verduda|v.|siändüda|šiändü/dä, -n, -in|сердиться, серчать|sydäntyä, suuttua||||||
|v.|siästäda|šiä/städä, -stän, -št'in|беречь, хранить, экономить, копить|säästää, koota||||||
siär’värttinluu|s. yhd.|siär'värttin|šiär'/värt'in|голень; берцовая кость|sääri, sääriluiden kohta, värttinäluu, sääriluu||||||
|s.|siär'|šiä/r', -ren, -rd; -r'id|голенище|sääri, varsi (saappaan)||||||
|v.|siništuda|šin'ištü/dä, -n, -in|синеть, посинеть|tulla siniseksi, sinistyä, sintyä (puu, lauta)||||||
|v.|siirta|šier/tä, -dän, -žin; -däu, -ž; -täu, -rt't'ii|перемеcтить, передвинуть, перенести|siirtää, työntää, lykätä (kauemmaksi)||||||
|s.|sild|šild ~ (Kn) s'ild ~ (N) s'iud, -an, -ad; -oid|мост, настил|silta||||||
|s. yhd.|sildankorv|šildan/korv|конец моста|sillankorva, sillanpää|šildankorvass om pert'|в конце моста есть изба|sillankorvassa on pirtti|||
soged|a. kar.|silmätoi|šilmätö/in'e, -ižen, -št; -ižid|безглазый, слепой; одноглазый|silmitön, sokea; yksisilmäinen||||||
|adv.|siloi|šilloi|тогда|silloin||||||
|s.|sija|šij/a, -an, -ad; -oid|место; ложе, постель, матрас|sija, paikka, kohta; vuode, patja||||||
sina, tüö|pron.|sa|(Td) sa, ši/nun, -ndaa ~ -ndai,-laa ~  -lai, -, -lee ~ -lei |ты|sinä||||||
sa, tüö|pron.|sina|ši/na, -nun, -ndai, -nuu, -llai, -llei; (Td) ši/nä, -nun, -ndaa ~ -ndai,-laa ~  -lai, -, -lee ~ -lei; (Kn, N) s'i/na ~ si/na, -nun, -ndai, -llai, -lle|ты|sinä|(N) d'ien mina hüvä, t'erveh i s'ida mina sille tahton|я остаюсь в добром зравии и того же я желаю тебе (в конце письма)|minä jään hyvänä, terveenä ja sitä sinulle toivon (kirjeen lopussa)|||
|s.|sitt|ši/tt, -tan, -ttad; -oid|кал, испражнения|ulostus, paska, sonta||||||
ulgostadakse|v.|sittuda|ši/ttuda, -tun, -tuin; -ttuu|испражняться|ulostaa, sontia||||||
|s.|škippar'|škip(p)ar', -in, -id; -iid|шкипер, шрупман|perämies (laivan)||||||
|s.|šomk|šomk, -ad, -id|посомка, верх крыши|rakennuksen päätyviilo, tuvan pääty, harjakouru||||||
bross|s.|šona|šona, -n, -d|пшено, просо|hirssi, hirssiryyni||||||
kuadd’ad|s. mon.|štanad|štan/ad, -oid|штаны|housut||||||
keijaz|s.|štiik|štii/kk, -kan, -kkad; -koid|штык, копьё|pistin, painetti, keihäs||||||
|s.|stökkol|št'ok/l ~ st'ok/l, -lan, -lad; -l'id|стекло|lasiruutu||||||
hard'|s.|štötk|št'otk, -an, -ad; -iid|щётка|harja, vaateharja, kenkäharja||||||
pärištim|s.|štilap|ščila/pp, -pan, -ppad; -poid|осколок, щепка|sälö||||||
|s.|štögol’|ščogol', -in, -id; -iid|щёголь|keikari||||||
|v.|štögolida|ščogol'i/da, -n, -in|щеголять|keikaroida||||||
hatt|s.|šuapuk|šuapk, -an, -ad; -oid; (N) šuopk, -an, -ad|шапка (зимняя)|hattu, talvihattu, talvilakki|šuapkat talvel pid'etäu|шапку зимой носят|hattua talvella käytetään|||
kohišta|v.|šumida|šumi/da, -n, -in; -tau, -t't'ii|шуметь|meluta, humista||||||
kohineh|s.|šumu|šumu, -n, -d|шум|melu, humu, humina (tuulen), kohina (kosken)||||||
|s.|šuor|šuor, -an, -ad; -oid|половой член (животного)|suoro, siitin (eläimen)||||||
|s.|sürd'|šurd', -an, -ad; -id|пришва (в ткацком станке)|kangastukki||||||
|s.|šurd'ak|šurd'a/k ~ -kk, -kan, -kkad; -koid|шурин, брат жены|lanko, vaimon veli||||||
|a.|šulkuin'e|šulku/in'e, -ižen, -št; -ižiden, -ižid|шёлковый|silkkinen, silkki-||||||
|s.|šulk|šul/k, -kun, -kkud; -kuid|шёлк|silkki||||||
|s.|säigiž|šäig/iž, -ehen, -išt; -ehid|волокно, часть верёвки|säie||||||
|s.|särbim|šärbi/n ~ šär'bi/n, -men, -nd; -mid|похлёбка|särvin||||||
|v.|särišta|šäri/štä, -žen, -žin;  -štäu, -št'ii|дрожать, трястись; зябнуть|väristä (vilusta), vapista, tutista (käsi)||||||
särižuttada, säräidoittada, säräižuttada|v. yksipers. |säräižoittada|šäränzöittä/dä ~ (Kn) s'äranzoitta/da, -u|трясти, вызывать дрожь; знобить, лихорадить|värisyttää||||||
särižuttada, säräidoittada, säräižoittada|v. yksipers. |säräižuttada|šäränzüttä/dä, -u|трясти, вызывать дрожь; знобить, лихорадить|värisyttää||||||
särižuttada, säräižoittada, säräižuttada|v. yksipers. |säräidoittada|(B) šäräidöi/ttada ~ (Td) -ttädä, -ttau ~ (Td) -ttäu, -t'|трясти, вызывать дрожь; знобить, лихорадить|värisyttää||||||
|s.|särü|šärü, -n, -d|дрожь, тряска; озноб, лихорадка|värinä, väristys||||||
|v.|särbäda|šärb/ädä, -än, -in; -etäu, -et't'ii|хлебать|särpiä (lusikalla)||||||
|s.|säünäg|šäun'äg, -än, -äd; -öid|язь|säynävä, säyne, säynäs (kala)||||||
|s.|säng|šän/g ~ šän/g', -gen, -ged; -gid|жнивьё, стернь, остаток стеблей (на поле)|sänki (pellolla)||||||
|s.|särg|šär'g, -in, -id; -iid|плотва|särki||||||
särü|s.|särižend|šär'ižend, -än, -äd|дрожание, тряска|väriseminen, värinä, tutiseminen (käden)||||||
nišk|s.|sägä|šäg/ä, -än, -äd; -öid|загривок, холка (у лошади)|säkä (hevosen); takaraivo (miehen), niska||||||
madoine, süötöi|s.|šätt|šä/tt, -tän, -ttäd; -töid|наживка, червь, червяк (удильный)|onkimato, onkiliero||||||
|s. yhd.|südämpuu|šüdäim/puu|сердцевина (дерева)|sydänpuu||||||
südäm|s. yhd. mon.|südämdäičäd|šüdäin'/d'äičäd, -d'äičöid|сердце (животного)|sydän (eläimen)||||||
povi/korman’|s. yhd.|südämkorman'|šüdäin/korman|внутренний карман|povitasku||||||
püštäda|v. mom. |südäita|šüdäi/tä, -dän, -žin; -t't'ii|сунуть, ткнуть|pistää, työntää||||||
südämespiä|adv.|südämes|šüdämes|внутри; изнутри|sisällä, sisässä; sisältä, sisästä||||||
|adv.|südämeh|šüdämee|внутрь|sisälle, sisään||||||
|s.|südäm|šüdä/in ~ (N) südä/(i)m, -men ~ (N) -(i)men, -ind; -mid|нутро, внутренняя часть|sisus; puhtain pellava, ydin; täyte (piiraan)|samii puhtas t'üö on šüdäin|самый чистый лён - нутро|puhtain pellava on ydin|||
sügüzel|s.|sügüz|šügü/z, -zen, -st; -žid|осень|syksy||||||
|s.|Sünd|šünd, -ün, -üd|Спас, Христос|Vapahtaja, Kristus||||||
|s. yhd.|Sündünmua|šündüm/mua|святки, период от Рождества до Крещения (25.12./7.1.–5.1./18.1.)|joulunpyhät, aika joulusta loppiaiseen asti (25.12./7.1.–5.1./18.1.) ||||||
|s. yhd.|Sündünpäiv|šündüm/päiv|сочельник перед Рождеством (24.12./6.1.), сочельник перед Крещением (5.1./18.1.)|jouluaatto (24.12./6.1.), loppiaisaatto (5.1./18.1.) ||||||
|v.|süvetä I|šüve/tä, -ndän, -nžin; -täu, -t't'ii|углублять, делать глубже|syventää||||||
|v.|süvetä II|šüve/tä, -nöu, -n'; -täu, -t't'ii|углубляться, становиться глубже|syventyä||||||
|s.|süvüz|šüvü/z, -tt|глубина|syvyys||||||
süöm|s. dem.|süömine|šüömi/n'e, -žen, -št; -židen, -žid|еда, пища|ruoka||||||
|s.|süöttäj|šüöttä/i, -jän, -jäd; -jid|кормитель|syöttäjä, ruokkija, elättäjä||||||
polttada|v.|süödä|šüö/dä, -n, -in; (B) -u ~ šüu, -i; (Kn, N) s'üö/dä, -n, -in|есть, кушать, питаться; заедать (о мошкаре)|syödä; purra, pistää (hyttynen)|(B) t'ihud šüödau|мошкара заедает|mäkäräiset purevat|||
|v. refl.|süödäkse|šüö/zettä, -zen; -zöu|есться; наедаться, объедаться|tulla syödyksi; syödä kyllikseen||||||
|s.|süli|šülü, -n, -d; -id|сажень|syli, sylimitta||||||
puhuda|v.|sülgeda|šülg/edä, -en, -in; -öu; -et't'ii|плевать; сеять репу|sylkeä; kylvää sylkemällä (naurista)||||||
|a.|süvä|šüv/ä, -än, -äd; -id|глубокий|syvä||||||
|s. yhd.|siiborav|šiib/orau|белка-летяга|siipiorava||||||
|s.|siib|šiib, -en, -ed; -id|крыло; перо; плавник|siipi; sulka; evä (kalan); siipiverkko||||||
|s.|siig|šiig, -an, -ad; -oid|сиг|siika||||||
ongrihm, rihm|s.|siim|šiim, -an, -ad, -oid|рыболовная леска, леса|siima, ongensiima||||||
|adv.|siiriči|šiiriči ~ (B, Kn, N) siiriči|мимо|ohitse||||||
|s.|šlieg|šl'ieg, -an, -ad; -oid|слега|riuku, kalju; kattoruode; lattian niskahirsi, alushirsi, hirrennostotelat||||||
|v.|šuuttida|šuu/t't'ida, -t'in, -t'iin|шутить|laskea leikkiä, tehdä pilaa||||||
|v.|siegloda|́šieglo/da, -n, -in; -tau, -t't'ii|просеивать|seuloa||||||
|pn. yhd.|Uuz'lidn|Uuž/l'inn|Новгород|Novgorod||||||
uutašti|adv.|uudessah|uudessai|снова, вновь|taas||||||
|v.|uudištada|uud'iš/tada, -tan, -t'in|обновлять|uudistaa||||||
|s.|uudim|uud'i/m, -men, -nd; -mid|полог, занавесь|uudin, vuodeverho, nukkumasijaa ympäröivä kangasverho||||||
vago|s.|uurdam|uurda/m, -men, -nd; -mid|колея, борозда, прорезь|uurre, astianuurre, oja||||||
|v.|uurta|uur/tta, -dan, -žin; -ttau, -t't'i|бороздить, делать прорези; стараться, трудиться|uurtaa; ahertaa||||||
|a.|uuz'|uu/ž, -den, -tt; -žid|новый|uusi||||||
tahtoda|v.|žalaita|žalai/da, -čen, -čin|желать, хотеть|haluta||||||
ard, ongbarb, ongruag, orz', ruag|s.|žerd'|žerd', -in, -id; -iid|жердь|aidas, salko, riuku, aitariuku; parsi (riihen); onkivapa, ongenvapa, onkisaitta||||||
|s.|želetk|žel'etk, -än, -äd; -öid|жилет|liivi (miehen)||||||
sulhaine|s.|ženih|žen'i/h, -hön, -hhöd; -höid|жених|sulhanen||||||
|a.|žestiine|žešt'i/in'e, -ižen, -išt|жестяной|peltinen||||||
|adv.|žiäl'|žiäl'|жаль, жалко|sääli||||||
|v.|žiälivoita|žiäl'ivöi/dä, -čen, -čin|жалеть, сожалеть|sääliä||||||
keldaine, pakuine|a.|žoltoi|žolti/i, -jan, -jad; -joid|жёлтый|keltainen||||||
|s.|žuar|žuar, -an, -ad; -oid|жар, жара|kuuma||||||
kielitez|s.|žualob|žualob, -an, -ad; -oid|жалоба|valitus||||||
paštada, räkettada|v.|žuarida|žuar'i/da, -n, -in|жарить|paistaa (kalaa); kaltata (sikaa); paahtaa (aurinko)||||||
žiivatad|s.|žiivat|žiiva/t, -tan, -ttad; -toid|скот, скотина, животное|elukka, eläin||||||
trahter'|s.|harčoun|harčoun', -an, -ad; -oid|харчевня|ruokala (rahvaan), ravintola, matkustajakoti||||||
süöm, süömine|s.|harč|har/čč, -čun, -čud; -čuid|харч|eväs, muona, ruokatavara||||||
|s.|halat|hala/t(t), -tan, -ttad; -toid|халат|aamutakki||||||
|s.|hohl|hohl, -an, -ad; -id|хохол|karvatupsu||||||
|v.|hrappida|hra/ppida, -pin, -piin|храпеть|kuorsata||||||
|v.|hristossida|hristo/s's'ida, -s'in, -s'iin; -s'ittau, -s'it't'ii|христосовать, христосоваться|suudella pääsiäisenä||||||
smuut|s.|huhl'ak|huhl'a/k ~ -kk, -kan, -kkad; -koid|ряженый, хухляк|naamioitu, valhepukuun pukeutunut||||||
labeh|s.|laba|lab/a, -an, -ad; -oid|лопасть; лопатка|lapa, uistimen lusikka, kerhäpuun istuinlauta||||||
labehtuda|v. refl.|labehtidakse|labeht'i/zetta, -zou, -ihe; -zettau, -zet't'ii|сбиваться в кучу, сваляться|kasaantua kokoon, painua liki toisiaan, painua kokooon (heinät)||||||
laba, lebu|s.|labeh|labeh, -en, -t; -id|лопасть, пластина, плоская куча, валок шерсти|lape, lapo, levy, litteä villakasa, litteä hahtuvakasa, litteä heinäkasa||||||
|s.|labid|labid, -an, -ad; -oid|лопата|lapio||||||
panda, pinota|v.|ladd'ata|lad'd'a/ta, -dan, -žin|складывать (в поленницу, стопку), укладывать|pinota, latoa, mättää||||||
leikata|v.|ladvata|ladva/ta, -dan, -žin|обрезать верхушки, обрубать верхушки|latvata, katkaista latva, leikata latvat||||||
|s.|lago|lago, -n, -d|полегание (хлебов, трав)|lako||||||
|a.|lagonaine|lagona/in'e, -ižen, -št; -ižiden, -ižid|полёглый (о хлебах, травах)|lakoinen, lako-, laossa oleva||||||
|s.|lahn|lahn, -an, -ad; -oid|лещ|lahna||||||
hapannu|а.|laho|laho, -n, -d; -id|трухлявый, гнилой |laho, lahonnut|(Kn) laho puu| трухлявое дерево|laho puu|||
